total player 0 Frame      1 total rec 0.000 MB  send 0.006 MB  time 450.0309 ms aver  rec 0.393 KB  send 5.771 KB  time 450.0309 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____16 send ___504 time 10.9928 ms
total player 0 Frame      2 total rec 0.000 MB  send 0.006 MB  time 452.0475 ms aver  rec 0.197 KB  send 2.886 KB  time 226.0238 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 2.0166 ms
total player 0 Frame      3 total rec 0.000 MB  send 0.006 MB  time 485.0471 ms aver  rec 0.141 KB  send 1.937 KB  time 161.6824 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____30 send ____41 time 32.9996 ms
total player 0 Frame      4 total rec 0.000 MB  send 0.006 MB  time 485.0471 ms aver  rec 0.106 KB  send 1.453 KB  time 121.2618 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      5 total rec 0.001 MB  send 0.006 MB  time 487.0479 ms aver  rec 0.127 KB  send 1.225 KB  time 97.40957 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 2.0007 ms
total player 0 Frame      6 total rec 0.001 MB  send 0.006 MB  time 487.0479 ms aver  rec 0.106 KB  send 1.021 KB  time 81.17464 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      7 total rec 0.001 MB  send 0.006 MB  time 488.0501 ms aver  rec 0.091 KB  send 0.875 KB  time 69.72145 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 1.0023 ms
total player 0 Frame      8 total rec 0.001 MB  send 0.006 MB  time 489.0645 ms aver  rec 0.079 KB  send 0.766 KB  time 61.13306 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 1.0143 ms
total player 0 Frame      9 total rec 0.001 MB  send 0.006 MB  time 489.0645 ms aver  rec 0.070 KB  send 0.681 KB  time 54.3405 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     10 total rec 0.001 MB  send 0.006 MB  time 490.0631 ms aver  rec 0.085 KB  send 0.644 KB  time 49.00631 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9987 ms
total player 0 Frame     11 total rec 0.001 MB  send 0.006 MB  time 490.0631 ms aver  rec 0.077 KB  send 0.585 KB  time 44.55119 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     12 total rec 0.001 MB  send 0.007 MB  time 490.9858 ms aver  rec 0.088 KB  send 0.563 KB  time 40.91549 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9227 ms
total player 0 Frame     13 total rec 0.001 MB  send 0.007 MB  time 490.9858 ms aver  rec 0.081 KB  send 0.519 KB  time 37.76814 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     14 total rec 0.001 MB  send 0.007 MB  time 491.982 ms aver  rec 0.091 KB  send 0.505 KB  time 35.14157 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9962 ms
total player 0 Frame     15 total rec 0.001 MB  send 0.007 MB  time 491.982 ms aver  rec 0.084 KB  send 0.471 KB  time 32.7988 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     16 total rec 0.001 MB  send 0.007 MB  time 493.9175 ms aver  rec 0.092 KB  send 0.461 KB  time 30.86984 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 1.9355 ms
total player 0 Frame     17 total rec 0.001 MB  send 0.007 MB  time 493.9175 ms aver  rec 0.087 KB  send 0.434 KB  time 29.05397 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     18 total rec 0.002 MB  send 0.008 MB  time 494.9163 ms aver  rec 0.094 KB  send 0.427 KB  time 27.49535 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9988 ms
total player 0 Frame     19 total rec 0.002 MB  send 0.008 MB  time 494.9163 ms aver  rec 0.089 KB  send 0.405 KB  time 26.04823 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     20 total rec 0.002 MB  send 0.008 MB  time 495.9021 ms aver  rec 0.095 KB  send 0.400 KB  time 24.79511 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9858 ms
total player 0 Frame     21 total rec 0.002 MB  send 0.008 MB  time 495.9021 ms aver  rec 0.090 KB  send 0.381 KB  time 23.61439 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
