total player 0 Frame      1 total rec 0.000 MB  send 0.006 MB  time 377.896 ms aver  rec 0.374 KB  send 5.771 KB  time 377.896 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____16 send ___504 time 14.9842 ms
total player 0 Frame      2 total rec 0.000 MB  send 0.006 MB  time 377.896 ms aver  rec 0.187 KB  send 2.886 KB  time 188.948 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      3 total rec 0.000 MB  send 0.006 MB  time 430.8958 ms aver  rec 0.135 KB  send 1.937 KB  time 143.6319 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____30 send ____41 time 52.9998 ms
total player 0 Frame      4 total rec 0.000 MB  send 0.006 MB  time 430.8958 ms aver  rec 0.101 KB  send 1.453 KB  time 107.7239 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      5 total rec 0.001 MB  send 0.006 MB  time 447.8962 ms aver  rec 0.159 KB  send 1.269 KB  time 89.57925 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___390 send ___533 time 17.0005 ms
total player 0 Frame      6 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.203 KB  send 1.158 KB  time 75.48266 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___421 send ___600 time 4.9997 ms
total player 0 Frame      7 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.174 KB  send 0.992 KB  time 64.69942 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      8 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.152 KB  send 0.868 KB  time 56.61199 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      9 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.135 KB  send 0.772 KB  time 50.32177 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     10 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.122 KB  send 0.695 KB  time 45.28959 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     11 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.110 KB  send 0.631 KB  time 41.17236 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     12 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.119 KB  send 0.605 KB  time 37.74133 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     13 total rec 0.001 MB  send 0.007 MB  time 452.8959 ms aver  rec 0.110 KB  send 0.558 KB  time 34.83815 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
