total player 0 Frame      1 total rec 0.000 MB  send 0.006 MB  time 246.0137 ms aver  rec 0.373 KB  send 5.771 KB  time 246.0137 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____16 send ___504 time 26.0003 ms
total player 0 Frame     40 total rec 0.004 MB  send 0.011 MB  time 344.0244 ms aver  rec 0.105 KB  send 0.286 KB  time 8.60061 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 1.0041 ms
total player 0 Frame     41 total rec 0.004 MB  send 0.011 MB  time 344.0244 ms aver  rec 0.102 KB  send 0.279 KB  time 8.390839 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     42 total rec 0.004 MB  send 0.012 MB  time 344.0244 ms aver  rec 0.105 KB  send 0.280 KB  time 8.191057 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     43 total rec 0.004 MB  send 0.012 MB  time 344.0244 ms aver  rec 0.103 KB  send 0.273 KB  time 8.000567 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     44 total rec 0.005 MB  send 0.012 MB  time 345.0237 ms aver  rec 0.105 KB  send 0.274 KB  time 7.841447 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9993 ms
total player 0 Frame     45 total rec 0.005 MB  send 0.012 MB  time 345.0237 ms aver  rec 0.103 KB  send 0.268 KB  time 7.667193 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     46 total rec 0.005 MB  send 0.012 MB  time 345.0237 ms aver  rec 0.105 KB  send 0.269 KB  time 7.500515 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     47 total rec 0.005 MB  send 0.012 MB  time 345.0237 ms aver  rec 0.103 KB  send 0.264 KB  time 7.34093 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     48 total rec 0.005 MB  send 0.013 MB  time 345.0237 ms aver  rec 0.105 KB  send 0.265 KB  time 7.187994 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     49 total rec 0.005 MB  send 0.013 MB  time 345.0237 ms aver  rec 0.103 KB  send 0.259 KB  time 7.0413 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     50 total rec 0.005 MB  send 0.013 MB  time 346.0222 ms aver  rec 0.105 KB  send 0.260 KB  time 6.920444 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9985 ms
total player 0 Frame     51 total rec 0.005 MB  send 0.013 MB  time 346.0222 ms aver  rec 0.103 KB  send 0.255 KB  time 6.784749 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     52 total rec 0.005 MB  send 0.013 MB  time 346.0222 ms aver  rec 0.105 KB  send 0.256 KB  time 6.654273 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     53 total rec 0.005 MB  send 0.013 MB  time 346.0222 ms aver  rec 0.103 KB  send 0.251 KB  time 6.52872 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     54 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.105 KB  send 0.253 KB  time 6.426424 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 1.0047 ms
total player 0 Frame     55 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.103 KB  send 0.248 KB  time 6.30958 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     56 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.105 KB  send 0.249 KB  time 6.196908 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     57 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.103 KB  send 0.245 KB  time 6.088191 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     58 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.105 KB  send 0.246 KB  time 5.983222 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     59 total rec 0.006 MB  send 0.014 MB  time 347.0269 ms aver  rec 0.103 KB  send 0.242 KB  time 5.881812 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     60 total rec 0.006 MB  send 0.015 MB  time 347.0269 ms aver  rec 0.105 KB  send 0.243 KB  time 5.783782 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     61 total rec 0.006 MB  send 0.015 MB  time 347.0269 ms aver  rec 0.103 KB  send 0.239 KB  time 5.688965 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     62 total rec 0.007 MB  send 0.015 MB  time 347.9741 ms aver  rec 0.105 KB  send 0.240 KB  time 5.612485 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 0.9472 ms
total player 0 Frame     63 total rec 0.007 MB  send 0.015 MB  time 347.9741 ms aver  rec 0.104 KB  send 0.236 KB  time 5.523398 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     64 total rec 0.007 MB  send 0.015 MB  time 347.9741 ms aver  rec 0.105 KB  send 0.238 KB  time 5.437095 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     65 total rec 0.007 MB  send 0.015 MB  time 347.9741 ms aver  rec 0.104 KB  send 0.234 KB  time 5.353447 ms max  rec 0.000 KB  send 0.000 KB  time 1.0047 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     66 total rec 0.007 MB  send 0.015 MB  time 349.9713 ms aver  rec 0.102 KB  send 0.230 KB  time 5.302595 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 1.9972 ms
total player 0 Frame     67 total rec 0.007 MB  send 0.016 MB  time 349.9713 ms aver  rec 0.104 KB  send 0.232 KB  time 5.223452 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     68 total rec 0.007 MB  send 0.016 MB  time 349.9713 ms aver  rec 0.102 KB  send 0.228 KB  time 5.146636 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     69 total rec 0.007 MB  send 0.016 MB  time 350.9719 ms aver  rec 0.104 KB  send 0.229 KB  time 5.086549 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 1.0006 ms
total player 0 Frame     70 total rec 0.007 MB  send 0.016 MB  time 350.9719 ms aver  rec 0.102 KB  send 0.226 KB  time 5.013884 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     71 total rec 0.007 MB  send 0.016 MB  time 350.9719 ms aver  rec 0.104 KB  send 0.227 KB  time 4.943266 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     72 total rec 0.007 MB  send 0.016 MB  time 350.9719 ms aver  rec 0.102 KB  send 0.224 KB  time 4.874609 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     73 total rec 0.007 MB  send 0.016 MB  time 351.9546 ms aver  rec 0.101 KB  send 0.221 KB  time 4.821296 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0.9827 ms
total player 0 Frame     74 total rec 0.008 MB  send 0.016 MB  time 352.9588 ms aver  rec 0.102 KB  send 0.222 KB  time 4.769713 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 1.0042 ms
total player 0 Frame     75 total rec 0.008 MB  send 0.016 MB  time 352.9588 ms aver  rec 0.101 KB  send 0.219 KB  time 4.706117 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     76 total rec 0.008 MB  send 0.017 MB  time 352.9588 ms aver  rec 0.102 KB  send 0.221 KB  time 4.644195 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     77 total rec 0.008 MB  send 0.017 MB  time 352.9588 ms aver  rec 0.101 KB  send 0.218 KB  time 4.58388 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     78 total rec 0.008 MB  send 0.017 MB  time 352.9588 ms aver  rec 0.103 KB  send 0.219 KB  time 4.525113 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     79 total rec 0.008 MB  send 0.017 MB  time 352.9588 ms aver  rec 0.101 KB  send 0.216 KB  time 4.467833 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     80 total rec 0.008 MB  send 0.017 MB  time 353.9352 ms aver  rec 0.103 KB  send 0.217 KB  time 4.42419 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9764 ms
total player 0 Frame     81 total rec 0.008 MB  send 0.017 MB  time 353.9352 ms aver  rec 0.101 KB  send 0.215 KB  time 4.369571 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     82 total rec 0.008 MB  send 0.018 MB  time 354.9201 ms aver  rec 0.103 KB  send 0.216 KB  time 4.328294 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9849 ms
total player 0 Frame     83 total rec 0.008 MB  send 0.018 MB  time 354.9201 ms aver  rec 0.101 KB  send 0.213 KB  time 4.276146 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     84 total rec 0.009 MB  send 0.018 MB  time 354.9201 ms aver  rec 0.103 KB  send 0.215 KB  time 4.225239 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     85 total rec 0.009 MB  send 0.018 MB  time 354.9201 ms aver  rec 0.102 KB  send 0.212 KB  time 4.17553 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     86 total rec 0.009 MB  send 0.018 MB  time 354.9201 ms aver  rec 0.100 KB  send 0.210 KB  time 4.126978 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     87 total rec 0.009 MB  send 0.018 MB  time 355.9139 ms aver  rec 0.102 KB  send 0.211 KB  time 4.090964 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9938 ms
total player 0 Frame     88 total rec 0.009 MB  send 0.018 MB  time 356.9149 ms aver  rec 0.100 KB  send 0.208 KB  time 4.055851 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 1.001 ms
total player 0 Frame     89 total rec 0.009 MB  send 0.019 MB  time 357.9071 ms aver  rec 0.102 KB  send 0.209 KB  time 4.021428 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9922 ms
total player 0 Frame     90 total rec 0.009 MB  send 0.019 MB  time 358.9053 ms aver  rec 0.103 KB  send 0.211 KB  time 3.987837 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9982 ms
total player 0 Frame     91 total rec 0.009 MB  send 0.019 MB  time 358.9053 ms aver  rec 0.102 KB  send 0.208 KB  time 3.944014 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     92 total rec 0.009 MB  send 0.019 MB  time 358.9053 ms aver  rec 0.103 KB  send 0.209 KB  time 3.901145 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     93 total rec 0.009 MB  send 0.019 MB  time 358.9053 ms aver  rec 0.102 KB  send 0.207 KB  time 3.859197 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     94 total rec 0.010 MB  send 0.020 MB  time 359.9061 ms aver  rec 0.103 KB  send 0.208 KB  time 3.828788 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 1.0008 ms
total player 0 Frame     95 total rec 0.010 MB  send 0.020 MB  time 360.9061 ms aver  rec 0.102 KB  send 0.206 KB  time 3.799011 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 1 ms
total player 0 Frame     96 total rec 0.010 MB  send 0.020 MB  time 360.9061 ms aver  rec 0.103 KB  send 0.207 KB  time 3.759439 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame     97 total rec 0.010 MB  send 0.020 MB  time 360.9061 ms aver  rec 0.102 KB  send 0.205 KB  time 3.720681 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     98 total rec 0.010 MB  send 0.020 MB  time 361.9037 ms aver  rec 0.103 KB  send 0.206 KB  time 3.692895 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9976 ms
total player 0 Frame     99 total rec 0.010 MB  send 0.020 MB  time 362.9022 ms aver  rec 0.102 KB  send 0.204 KB  time 3.665679 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0.9985 ms
total player 0 Frame    100 total rec 0.010 MB  send 0.021 MB  time 363.901 ms aver  rec 0.103 KB  send 0.205 KB  time 3.63901 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9988 ms
total player 0 Frame    101 total rec 0.010 MB  send 0.021 MB  time 363.901 ms aver  rec 0.102 KB  send 0.203 KB  time 3.60298 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    102 total rec 0.011 MB  send 0.021 MB  time 363.901 ms aver  rec 0.103 KB  send 0.204 KB  time 3.567657 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame    103 total rec 0.011 MB  send 0.021 MB  time 363.901 ms aver  rec 0.102 KB  send 0.202 KB  time 3.53302 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    104 total rec 0.011 MB  send 0.021 MB  time 364.9032 ms aver  rec 0.103 KB  send 0.203 KB  time 3.508685 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 1.0022 ms
total player 0 Frame    105 total rec 0.011 MB  send 0.021 MB  time 364.9032 ms aver  rec 0.102 KB  send 0.201 KB  time 3.475269 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    106 total rec 0.011 MB  send 0.021 MB  time 365.903 ms aver  rec 0.103 KB  send 0.202 KB  time 3.451915 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0.9998 ms
total player 0 Frame    107 total rec 0.011 MB  send 0.021 MB  time 365.903 ms aver  rec 0.102 KB  send 0.201 KB  time 3.419654 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    108 total rec 0.011 MB  send 0.022 MB  time 365.903 ms aver  rec 0.103 KB  send 0.202 KB  time 3.387991 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame    109 total rec 0.011 MB  send 0.022 MB  time 365.903 ms aver  rec 0.102 KB  send 0.200 KB  time 3.356908 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    110 total rec 0.011 MB  send 0.022 MB  time 365.903 ms aver  rec 0.103 KB  send 0.201 KB  time 3.326391 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
total player 0 Frame    111 total rec 0.011 MB  send 0.022 MB  time 365.903 ms aver  rec 0.102 KB  send 0.199 KB  time 3.296423 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    112 total rec 0.012 MB  send 0.022 MB  time 366.9283 ms aver  rec 0.103 KB  send 0.200 KB  time 3.276145 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 1.0253 ms
total player 0 Frame    113 total rec 0.012 MB  send 0.022 MB  time 366.9283 ms aver  rec 0.103 KB  send 0.198 KB  time 3.247153 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame    114 total rec 0.012 MB  send 0.023 MB  time 366.9283 ms aver  rec 0.103 KB  send 0.199 KB  time 3.218669 ms max  rec 0.000 KB  send 0.000 KB  time 1.9972 ms curr  rec ___211 send ___313 time 0 ms
