total player 0 Frame      1 total rec 0.000 MB  send 0.006 MB  time 257.9395 ms aver  rec 0.393 KB  send 5.771 KB  time 257.9395 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ____16 send ___504 time 19.9675 ms
total player 0 Frame      2 total rec 0.000 MB  send 0.006 MB  time 260.9108 ms aver  rec 0.197 KB  send 2.886 KB  time 130.4554 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 2.9713 ms
total player 0 Frame      3 total rec 0.001 MB  send 0.007 MB  time 318.9113 ms aver  rec 0.341 KB  send 2.211 KB  time 106.3038 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___630 send ___861 time 58.0005 ms
total player 0 Frame      4 total rec 0.001 MB  send 0.007 MB  time 319.9152 ms aver  rec 0.256 KB  send 1.658 KB  time 79.9788 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 1.0039 ms
total player 0 Frame      5 total rec 0.001 MB  send 0.007 MB  time 321.9178 ms aver  rec 0.247 KB  send 1.389 KB  time 64.38356 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 2.0026 ms
total player 0 Frame      6 total rec 0.001 MB  send 0.007 MB  time 321.9178 ms aver  rec 0.206 KB  send 1.158 KB  time 53.65297 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      7 total rec 0.006 MB  send 0.014 MB  time 332.9066 ms aver  rec 0.809 KB  send 1.931 KB  time 47.55808 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec __4431 send __6573 time 10.9888 ms
total player 0 Frame      8 total rec 0.006 MB  send 0.014 MB  time 332.9066 ms aver  rec 0.708 KB  send 1.690 KB  time 41.61332 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame      9 total rec 0.006 MB  send 0.014 MB  time 337.9136 ms aver  rec 0.653 KB  send 1.537 KB  time 37.54595 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 5.007 ms
total player 0 Frame     10 total rec 0.006 MB  send 0.014 MB  time 337.9136 ms aver  rec 0.588 KB  send 1.383 KB  time 33.79136 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     11 total rec 0.006 MB  send 0.014 MB  time 338.9113 ms aver  rec 0.534 KB  send 1.257 KB  time 30.81012 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0.9977 ms
total player 0 Frame     12 total rec 0.006 MB  send 0.014 MB  time 340.9141 ms aver  rec 0.507 KB  send 1.179 KB  time 28.40951 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 2.0028 ms
total player 0 Frame     13 total rec 0.006 MB  send 0.014 MB  time 341.9197 ms aver  rec 0.468 KB  send 1.088 KB  time 26.30151 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 1.0056 ms
total player 0 Frame     14 total rec 0.006 MB  send 0.014 MB  time 342.9079 ms aver  rec 0.435 KB  send 1.010 KB  time 24.49342 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0.9882 ms
total player 0 Frame     15 total rec 0.006 MB  send 0.014 MB  time 344.9216 ms aver  rec 0.420 KB  send 0.964 KB  time 22.99477 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 2.0137 ms
total player 0 Frame     16 total rec 0.006 MB  send 0.014 MB  time 344.9216 ms aver  rec 0.394 KB  send 0.904 KB  time 21.5576 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     17 total rec 0.006 MB  send 0.014 MB  time 344.9216 ms aver  rec 0.370 KB  send 0.850 KB  time 20.28951 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     18 total rec 0.007 MB  send 0.015 MB  time 345.9003 ms aver  rec 0.362 KB  send 0.821 KB  time 19.21668 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec ___211 send ___313 time 0.9787 ms
total player 0 Frame     19 total rec 0.007 MB  send 0.015 MB  time 345.9003 ms aver  rec 0.343 KB  send 0.777 KB  time 18.20528 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
total player 0 Frame     20 total rec 0.007 MB  send 0.015 MB  time 345.9003 ms aver  rec 0.325 KB  send 0.739 KB  time 17.29501 ms max  rec 0.000 KB  send 0.000 KB  time 0 ms curr  rec _____0 send _____0 time 0 ms
